method,pi,piN,piNpiS,piS,seqname,slice_start,slice_stop,type,piNorS,piNSsite
NG86,0.0,0.0,0.0,0.0,ND4L,18,19,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,19,20,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,20,21,observed,,
NG86,0.14814814814814814,0.3185038150091453,0.0,0.0,ND4L,21,22,observed,piN,21.0
NG86,0.0,0.0,0.0,0.0,ND4L,22,23,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,23,24,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,24,25,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,25,26,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,26,27,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,27,28,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,28,29,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,29,30,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,30,31,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,31,32,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,32,33,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,33,34,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,34,35,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,35,36,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,36,37,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,37,38,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,38,39,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,39,40,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,40,41,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,41,42,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,ND4L,42,43,observed,piS,42.0
NG86,0.0,0.0,0.0,0.0,ND4L,43,44,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,44,45,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,45,46,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,46,47,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,47,48,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,48,49,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,49,50,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,50,51,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,51,52,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,52,53,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,53,54,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,54,55,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,55,56,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,0,1,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,1,2,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,2,3,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,3,4,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,4,5,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,5,6,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,6,7,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,7,8,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,8,9,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,9,10,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,10,11,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,11,12,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,12,13,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,13,14,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,14,15,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,COX2,15,16,observed,piS,15.0
NG86,0.0,0.0,0.0,0.0,COX2,16,17,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,17,18,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,18,19,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,19,20,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,20,21,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,21,22,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,22,23,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,23,24,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,24,25,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,25,26,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,26,27,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,27,28,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,28,29,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,29,30,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,30,31,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,31,32,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,32,33,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,33,34,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,34,35,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,35,36,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,36,37,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,37,38,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,38,39,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,39,40,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,40,41,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,41,42,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,42,43,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,43,44,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,44,45,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,45,46,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,46,47,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,47,48,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,48,49,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,49,50,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,50,51,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,51,52,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,52,53,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,53,54,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,54,55,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,55,56,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,56,57,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,57,58,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,COX2,58,59,observed,piS,58.0
NG86,0.0,0.0,0.0,0.0,COX2,59,60,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,60,61,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,61,62,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,62,63,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,63,64,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,64,65,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,65,66,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,66,67,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,67,68,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,68,69,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,69,70,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,70,71,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,71,72,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,72,73,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,73,74,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,74,75,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,75,76,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,76,77,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,77,78,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,78,79,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,79,80,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,80,81,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,COX2,81,82,observed,piS,81.0
NG86,0.0,0.0,0.0,0.0,COX2,82,83,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,83,84,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,84,85,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,85,86,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,86,87,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,87,88,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,88,89,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,89,90,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,90,91,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,91,92,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,92,93,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,93,94,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,94,95,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,95,96,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,96,97,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,97,98,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,98,99,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,COX2,99,100,observed,piS,99.0
NG86,0.0,0.0,0.0,0.0,COX2,100,101,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,101,102,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,102,103,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,103,104,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,104,105,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,105,106,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,COX2,106,107,observed,piS,106.0
NG86,0.0,0.0,0.0,0.0,COX2,107,108,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,108,109,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,109,110,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,110,111,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,111,112,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,112,113,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,113,114,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,114,115,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,115,116,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,116,117,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,117,118,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,118,119,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,119,120,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,120,121,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,121,122,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,122,123,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,123,124,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,124,125,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,COX2,125,126,observed,piS,125.0
NG86,0.0,0.0,0.0,0.0,COX2,126,127,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,127,128,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,128,129,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,129,130,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,130,131,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,131,132,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,132,133,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,COX2,133,134,observed,piS,133.0
NG86,0.0,0.0,0.0,0.0,COX2,134,135,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,135,136,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,136,137,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,137,138,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,138,139,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,139,140,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,140,141,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,141,142,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,142,143,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,143,144,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,144,145,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,145,146,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,146,147,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,147,148,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,COX2,148,149,observed,piS,148.0
NG86,0.0,0.0,0.0,0.0,COX2,149,150,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,150,151,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,151,152,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,152,153,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,153,154,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,154,155,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,155,156,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,156,157,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,157,158,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,158,159,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,159,160,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,160,161,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,161,162,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,162,163,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,163,164,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,164,165,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,165,166,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,166,167,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,167,168,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,168,169,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,169,170,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,170,171,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,171,172,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,172,173,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,173,174,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,174,175,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,175,176,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,176,177,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,177,178,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,178,179,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,179,180,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,180,181,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,181,182,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,182,183,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,183,184,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,184,185,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,185,186,observed,,
NG86,0.0,0.0,0.0,0.0,COX2,186,187,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,0,1,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,1,2,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,2,3,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,3,4,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,4,5,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,5,6,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,6,7,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,URF2,7,8,observed,piS,7.0
NG86,0.0,0.0,0.0,0.0,URF2,8,9,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,9,10,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,10,11,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,11,12,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,12,13,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,13,14,observed,,
NG86,0.14814814814814814,0.25404668401563224,0.0,0.0,URF2,14,15,observed,piN,14.0
NG86,0.0,0.0,0.0,0.0,URF2,15,16,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,16,17,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,17,18,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,18,19,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,19,20,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,20,21,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,URF2,21,22,observed,piS,21.0
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,URF2,22,23,observed,piS,22.0
NG86,0.0,0.0,0.0,0.0,URF2,23,24,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,24,25,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,URF2,25,26,observed,piS,25.0
NG86,0.0,0.0,0.0,0.0,URF2,26,27,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,27,28,observed,,
NG86,0.14814814814814814,0.28243262012906784,0.0,0.0,URF2,28,29,observed,piN,28.0
NG86,0.14814814814814814,0.28243262012906784,0.0,0.0,URF2,29,30,observed,piN,29.0
NG86,0.0,0.0,0.0,0.0,URF2,30,31,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,31,32,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,32,33,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,33,34,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,34,35,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,35,36,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,36,37,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,37,38,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,38,39,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,39,40,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,40,41,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,41,42,observed,,
NG86,0.14814814814814814,0.23104906018664836,0.0,0.0,URF2,42,43,observed,piN,42.0
NG86,0.0,0.0,0.0,0.0,URF2,43,44,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,44,45,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,45,46,observed,,
NG86,0.14814814814814814,0.25404668401563224,0.0,0.0,URF2,46,47,observed,piN,46.0
NG86,0.14814814814814814,0.28243262012906784,0.0,0.0,URF2,47,48,observed,piN,47.0
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,URF2,48,49,observed,piS,48.0
NG86,0.0,0.0,0.0,0.0,URF2,49,50,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,50,51,observed,,
NG86,0.14814814814814814,0.36620409622270317,0.0,0.0,URF2,51,52,observed,piN,51.0
NG86,0.0,0.0,0.0,0.0,URF2,52,53,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,53,54,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,54,55,observed,,
NG86,0.14814814814814814,0.36620409622270317,0.0,0.0,URF2,55,56,observed,piN,55.0
NG86,0.14814814814814814,0.2310490601866484,0.0,0.0,URF2,56,57,observed,piN,56.0
NG86,0.0,0.0,0.0,0.0,URF2,57,58,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,58,59,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,59,60,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,60,61,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,61,62,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,62,63,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,63,64,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,64,65,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,65,66,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,66,67,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,67,68,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,68,69,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,69,70,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,70,71,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,71,72,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,72,73,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,73,74,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,74,75,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,75,76,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,76,77,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,URF2,77,78,observed,piS,77.0
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,URF2,78,79,observed,piS,78.0
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,URF2,79,80,observed,piS,79.0
NG86,0.0,0.0,0.0,0.0,URF2,80,81,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,81,82,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,82,83,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,83,84,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,84,85,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,85,86,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,86,87,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,87,88,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,88,89,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,URF2,89,90,observed,piS,89.0
NG86,0.0,0.0,0.0,0.0,URF2,90,91,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,91,92,observed,,
NG86,0.14814814814814814,0.3185038150091453,0.0,0.0,URF2,92,93,observed,piN,92.0
NG86,0.0,0.0,0.0,0.0,URF2,93,94,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,94,95,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,95,96,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,96,97,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,URF2,97,98,observed,piS,97.0
NG86,0.0,0.0,0.0,0.0,URF2,98,99,observed,,
NG86,0.14814814814814814,0.3185038150091453,0.0,0.0,URF2,99,100,observed,piN,99.0
NG86,0.2962962962962963,0.2310490601866484,-0.5198603854199589,-0.4444444444444444,URF2,100,101,observed,piS,100.0
NG86,0.0,0.0,0.0,0.0,URF2,101,102,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,102,103,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,103,104,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,104,105,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,105,106,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,106,107,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,107,108,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,108,109,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,URF2,109,110,observed,piS,109.0
NG86,0.0,0.0,0.0,0.0,URF2,110,111,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,111,112,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,112,113,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,113,114,observed,,
NG86,0.14814814814814814,0.28243262012906784,0.0,0.0,URF2,114,115,observed,piN,114.0
NG86,0.0,0.0,0.0,0.0,URF2,115,116,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,116,117,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,117,118,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,URF2,118,119,observed,piS,118.0
NG86,0.0,0.0,0.0,0.0,URF2,119,120,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,120,121,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,121,122,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,122,123,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,123,124,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,124,125,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,125,126,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,126,127,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,127,128,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,128,129,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,129,130,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,130,131,observed,,
NG86,0.14814814814814814,0.28243262012906784,0.0,0.0,URF2,131,132,observed,piN,131.0
NG86,0.0,0.0,0.0,0.0,URF2,132,133,observed,,
NG86,0.14814814814814814,0.06006586669685102,0.0,0.0,URF2,133,134,observed,piN,133.0
NG86,0.0,0.0,0.0,0.0,URF2,134,135,observed,,
NG86,0.14814814814814814,0.28243262012906784,0.0,0.0,URF2,135,136,observed,piN,135.0
NG86,0.0,0.0,0.0,0.0,URF2,136,137,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,137,138,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,138,139,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,139,140,observed,,
NG86,0.14814814814814814,0.28243262012906784,0.0,0.0,URF2,140,141,observed,piN,140.0
NG86,0.0,0.0,0.0,0.0,URF2,141,142,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,URF2,142,143,observed,piS,142.0
NG86,0.0,0.0,0.0,0.0,URF2,143,144,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,144,145,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,145,146,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,URF2,146,147,observed,piS,146.0
NG86,0.14814814814814814,0.36620409622270317,0.0,0.0,URF2,147,148,observed,piN,147.0
NG86,0.0,0.0,0.0,0.0,URF2,148,149,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,URF2,149,150,observed,piS,149.0
NG86,0.0,0.0,0.0,0.0,URF2,150,151,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,151,152,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,152,153,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,153,154,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,URF2,154,155,observed,piS,154.0
NG86,0.0,0.0,0.0,0.0,URF2,155,156,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,156,157,observed,,
NG86,0.14814814814814814,0.36620409622270317,0.0,0.0,URF2,157,158,observed,piN,157.0
NG86,0.0,0.0,0.0,0.0,URF2,158,159,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,URF2,159,160,observed,piS,159.0
NG86,0.0,0.0,0.0,0.0,URF2,160,161,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,URF2,161,162,observed,piS,161.0
NG86,0.14814814814814814,0.3185038150091453,0.0,0.0,URF2,162,163,observed,piN,162.0
NG86,0.14814814814814814,0.15925190750457266,-0.716633583770577,-0.2222222222222222,URF2,163,164,observed,piS,163.0
NG86,0.14814814814814814,0.2933717335407475,12.750461488015173,0.023008714925063928,URF2,164,165,observed,piS,164.0
NG86,0.0,0.0,0.0,0.0,URF2,165,166,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,166,167,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,167,168,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,168,169,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,169,170,observed,,
NG86,0.0,0.0,0.0,0.0,URF2,170,171,observed,,
